ID,description,endDate,format,function,name,sourceRecordLink,startDate,type,warning
UNSW_GALLERIES_Pr_00198,"Join artists Megan Cope, Nikau Hindin, and Rongomai Grbic-Hoskins in conversation with Curatorial Advisor Vivian Ziherl as they discuss strategies for disrupting Western constructs of time and geography. Together they will explore how revitalising First Nations mapping and navigational practices and technologies can become an act of decolonial cartography. This program was hosted by UNSW Galleries.",2024-03-09,,,Panel: Decolonial Cartographies,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/decolonial-cartographies,2024-03-09,Program,
UNSW_GALLERIES_Pr_00199,"Join us for a spotlight talk with artist Idas Losin as she discusses the themes and content of her major new painting commission for the 24th Biennale of Sydney at UNSW Galleries. Losin will provide insight into her broader practice, exploring her Taiwanese Indigenous identity and its connection to the Austronesian language group. This program was hosted by UNSW Galleries.",2024-03-09,,,Spotlight Talk: Idas Losin,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/spotlight-talk-idas-losin,2024-03-09,Program,
UNSW_GALLERIES_Pr_00200,"Join us for a spotlight talk with artist Dicky Takndare of Udeido Collective as they discuss the themes and content of their work featured in the 24th Biennale of Sydney at UNSW Galleries. Takndare will offer insight into how Udeido Collective was formed, and the social-cultural dynamics of Papua, Indonesia that is explored in their work. This program was hosted by UNSW Galleries.",2024-03-09,,,Spotlight Talk: Udeido Collective,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/spotlight-talk-Udeido-Collective,2024-03-09,Program,
UNSW_GALLERIES_Pr_00201,"Celebrate the opening of the 24th Biennale of Sydney, ‘Ten Thousand Suns’ at UNSW Galleries. Join us on opening night for a major celebration of the artists presented at UNSW Galleries. Enjoy music by DJ Gemma and catering by Sahtein Lebanese Feasts. This program was hosted by UNSW Galleries.",2024-03-06,,,Opening Party | 24th Biennale of Sydney at UNSW Galleries,https://www.artdesign.unsw.edu.au/unsw-galleries/programs/opening-party-24-biennale-of-sydney,2024-03-06,Program,
UNSW_GALLERIES_IDG_00001,"A comprehensive exhibition displaying the evolution over two decades of  artist Elwyn Lynn. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1977-11-18,,,Elwyn Lynn: Two Decades,https://www.artdesign.unsw.edu.au/unsw-galleries/elwyn-lynn-two-decades,1977-10-25,Exhibition,
UNSW_GALLERIES_IDG_00002,"Exhibition displaying the various works of ten Western Australian Printmakers. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-11-17,,,Ten Western Australian printmakers,https://www.artdesign.unsw.edu.au/unsw-galleries/ten-western-australian-printmakers,1978-10-30,Exhibition,
UNSW_GALLERIES_IDG_00003,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-10-29,,,James Doolin: Shopping mall 1973–77,https://www.artdesign.unsw.edu.au/unsw-galleries/james-doolin-shopping-mall-1973%E2%80%9377,1978-10-03,Exhibition,
UNSW_GALLERIES_IDG_00004,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-09-22,,,"Works by the students of the School of Art, AMCAE",https://www.artdesign.unsw.edu.au/unsw-galleries/works-by-students-school-art-amcae,1978-09-11,Exhibition,
UNSW_GALLERIES_IDG_00005,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-09-01,,,Water Works,https://www.artdesign.unsw.edu.au/unsw-galleries/water-works,1978-08-14,Exhibition,
UNSW_GALLERIES_IDG_00006,"Organised by Art Gallery of Western Australia, Australian Gallery Directors’ Council. Sponsored by Visual Arts Board of the Australia Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-08-03,,,Paul Nash: photographer and painter,https://www.artdesign.unsw.edu.au/unsw-galleries/paul-nash-photographer-and-painter,1978-07-17,Exhibition,
UNSW_GALLERIES_IDG_00007,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-06-23,,,Recent realist images,https://www.artdesign.unsw.edu.au/unsw-galleries/recent-realist-images,1978-06-05,Exhibition,
UNSW_GALLERIES_IDG_00008,"Travelling from The Fine Arts Gallery, Perth, this exibition displayed Jackson Pollock's exploration and subsequent leadership of the Abstract Expressionism in March of 1978. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1978-05-27,,,Jackson Pollock,https://www.artdesign.unsw.edu.au/unsw-galleries/jackson-pollock,1978-05-08,Exhibition,
UNSW_GALLERIES_IDG_00009,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-11-09,,,Exhibition of International Children’s Art,https://www.artdesign.unsw.edu.au/unsw-galleries/exhibition-international-children%E2%80%99s-art,1979-10-22,Exhibition,
UNSW_GALLERIES_IDG_00010,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-08-24,,,"Work by the students of the School of Art, AMCAE",https://www.artdesign.unsw.edu.au/unsw-galleries/work-by-students-school-art-amcae,1979-08-05,Exhibition,
UNSW_GALLERIES_IDG_00011,"Organised by Ivan Dougherty Gallery, Sydney and Power Gallery of Contemporary Art, Sydney. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-07-27,,,Selected works from the Power Institute Collection,https://www.artdesign.unsw.edu.au/unsw-galleries/selected-works-from-power-institute-collection,1979-07-02,Exhibition,
UNSW_GALLERIES_IDG_00012,"An exhibition of thirty three photographic portraits of well known Australian artists by Geoff Hawkshaw. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-06-22,,,Geoff Hawkshaw: Portraits of Australian Artists,https://www.artdesign.unsw.edu.au/unsw-galleries/geoff-hawkshaw-portraits-australian-artists,1979-06-04,Exhibition,
UNSW_GALLERIES_IDG_00013,"Organised by George Paton Galleries, The Experimental Art Foundation and the Institute of Modern Art, in conjunction with L.A.I.C.A., California and Franklin Furnace, New York. Sponsored by Australian Gallery Directors Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-05-25,,,Artists’ books/ bookworks,https://www.artdesign.unsw.edu.au/unsw-galleries/artists%E2%80%99-books-bookworks,1979-04-30,Exhibition,
UNSW_GALLERIES_IDG_00014,"Organised by Ivan Dougherty Gallery, Sydney for the Biennale of Sydney. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-04-20,,,European beginnings: eight Australian artists from Europe,https://www.artdesign.unsw.edu.au/unsw-galleries/european-beginnings-eight-australian-artists-from-europe,1979-04-02,Exhibition,
UNSW_GALLERIES_IDG_00015,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1979-03-23,,,Photographs,https://www.artdesign.unsw.edu.au/unsw-galleries/photographs,1979-03-05,Exhibition,
UNSW_GALLERIES_IDG_00016,"Organised by Australian Gallery Directors’ Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-11-21,,,Self portrait: self image,https://www.artdesign.unsw.edu.au/unsw-galleries/self-portrait-self-image,1980-11-03,Exhibition,
UNSW_GALLERIES_IDG_00017,"Abstract expressionism, remains a viable and compelling art form. Despite the development and proliferation of styles and attitudes in recent years, many of the foremost early abstract expressionists have maintained this form of painting as a relevant means of expression and communication. The continuing interest in abstract expressionism is particularly noticeable amongst painting students in art schools where. at least for a period, they become involved in the exploration of the very substance of painting: the paint itself.  This exhibition represents the work of those artists who, considered avant garde at the time, established abstract expressionism in Australia. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-10-24,,,Abstract Expressionism in Sydney 1956–1964,https://www.artdesign.unsw.edu.au/unsw-galleries/abstract-expressionism-sydney-1956%E2%80%931964,1980-10-07,Exhibition,
UNSW_GALLERIES_IDG_00018,"Students from the School of Art. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-09-26,,,1980 Student Exhibition,https://www.artdesign.unsw.edu.au/unsw-galleries/1980-student-exhibition,1980-09-08,Exhibition,
UNSW_GALLERIES_IDG_00019,"Works by various printmaking students from Germany. Organised by Print Council of Australia. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-08-15,,,"German student printmakers exhibition, 1979",https://www.artdesign.unsw.edu.au/unsw-galleries/german-student-printmakers-exhibition-1979,1980-07-29,Exhibition,
UNSW_GALLERIES_IDG_00020,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-07-25,,,"Postgraduate students, 1980",https://www.artdesign.unsw.edu.au/unsw-galleries/postgraduate-students-1980,1980-06-30,Exhibition,
UNSW_GALLERIES_IDG_00021,"Various International Artists. Organised by Power Gallery of Contemporary Art, Sydney. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-06-20,,,Sculpture and related works,https://www.artdesign.unsw.edu.au/unsw-galleries/sculpture-and-related-works,1980-06-02,Exhibition,
UNSW_GALLERIES_IDG_00022,"Various artists. Organised by the Print Council of Australia. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-05-23,,,Australian student printmakers,https://www.artdesign.unsw.edu.au/unsw-galleries/australian-student-printmakers-0,1980-05-12,Exhibition,
UNSW_GALLERIES_IDG_00023,"Organised by Instituto Italiano di Cultura, Sydney and the Art Gallery of Western Australia, Perth. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-05-02,,,Vedova: Graphic works 1960–1978,https://www.artdesign.unsw.edu.au/unsw-galleries/vedova-graphic-works-1960%E2%80%931978,1980-04-04,Exhibition,
UNSW_GALLERIES_IDG_00024,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1980-03-28,,,Margery Edwards: works on paper,https://www.artdesign.unsw.edu.au/unsw-galleries/margery-edwards-works-on-paper,1980-03-19,Exhibition,
UNSW_GALLERIES_IDG_00025,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-12-04,,,Plain images (thematic interaction),https://www.artdesign.unsw.edu.au/unsw-galleries/plain-images-thematic-interaction,1981-11-16,Exhibition,
UNSW_GALLERIES_IDG_00026,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-11-06,,,1981 Student exhibition,https://www.artdesign.unsw.edu.au/unsw-galleries/1981-student-exhibition,1981-10-22,Exhibition,
UNSW_GALLERIES_IDG_00027,"A memorial exhibition of 115 etchings and lithographs by the Italian artist, Marino Marini held to coincide with the Italian Spring Festival. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-10-16,,,Marino Marini: Etchings and Lithographs,https://www.artdesign.unsw.edu.au/unsw-galleries/marino-marini-etchings-and-lithographs,1981-09-29,Exhibition,
UNSW_GALLERIES_IDG_00028,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-09-23,,,AMC student printmakers,https://www.artdesign.unsw.edu.au/unsw-galleries/amc-student-printmakers,1981-09-08,Exhibition,
UNSW_GALLERIES_IDG_00029,"Organised by George Paton Gallery, University of Melbourne. Sponsored by Australian Gallery Directors’ Council and the Visual Arts Board of the Australia Council. Curated by Judy Annear. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-08-28,,,Frame of reference,https://www.artdesign.unsw.edu.au/unsw-galleries/frame-reference,1981-08-11,Exhibition,
UNSW_GALLERIES_IDG_00030,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-07-31,,,Serigraphs,https://www.artdesign.unsw.edu.au/unsw-galleries/serigraphs,1981-07-14,Exhibition,
UNSW_GALLERIES_IDG_00031,"Curated by John Coburn. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-07-03,,,Continuum NAS 60 – AMC 80,https://www.artdesign.unsw.edu.au/unsw-galleries/continuum-nas-60-%E2%80%93-amc-80,1981-06-16,Exhibition,
UNSW_GALLERIES_IDG_00032,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-06-05,,,Ceramics,https://www.artdesign.unsw.edu.au/unsw-galleries/ceramics,1981-05-19,Exhibition,
UNSW_GALLERIES_IDG_00033,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1981-05-15,,,8 x 2 x 3,https://www.artdesign.unsw.edu.au/unsw-galleries/8-x-2-x-3,1981-04-28,Exhibition,
UNSW_GALLERIES_IDG_00034,"Works by Brian Blanchflower and David Jones. Sponsored by the Visual Arts Board of the Australia Council, Western Australia Arts Council and School of Art and Design, WAIT. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-11-05,,,Two artists from Western Australian,https://www.artdesign.unsw.edu.au/unsw-galleries/two-artists-from-western-australian,1982-10-19,Exhibition,
UNSW_GALLERIES_IDG_00035,"A selection of students work from the undergraduate and postgraduate courses which includes painting, drawing, printmaking sculpture, ceramics, photography, jewellery and textitles. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-10-08,,,"City Art Institute Students, 1982",https://www.artdesign.unsw.edu.au/unsw-galleries/city-art-institute-students-1982-0,1982-09-21,Exhibition,
UNSW_GALLERIES_IDG_00036,"Three Artists whose work embodies the special qualitites of transperency in the three-dimensional form. Artists: Marlene Creaser, Gregory Smith and Emanuel Raft. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-09-10,,,"Marlene Creaser, Gregory Smith & Emanuel Raft",https://www.artdesign.unsw.edu.au/unsw-galleries/marlene-creaser-gregory-smith-emanuel-raft,1982-08-24,Exhibition,
UNSW_GALLERIES_IDG_00037,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-08-13,,,Documentation/ collage/ construction,https://www.artdesign.unsw.edu.au/unsw-galleries/documentation-collage-construction,1982-07-27,Exhibition,
UNSW_GALLERIES_IDG_00038,"Curated by Ian Grant. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-07-16,,,Urban images,https://www.artdesign.unsw.edu.au/unsw-galleries/urban-images,1982-06-28,Exhibition,
UNSW_GALLERIES_IDG_00039,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-06-18,,,Ken Unsworth/ Karl String,https://www.artdesign.unsw.edu.au/unsw-galleries/ken-unsworth-karl-string,1982-06-01,Exhibition,
UNSW_GALLERIES_IDG_00040,"Vision in Disbelief was the largest of all Biennale exhibitions to date. Reflecting in 2000, William Wright wrote, ‘From the outset I had favoured the notion of an inclusive, of necessity large biennale, one that would meaningfully contextualise a plurality of diverse creative forms in a way that would engage the creative attention of Australian artists, students and public alike.’ It was also inclusive by, featuring separate sections devoted to performance, video and sound. Artist: Mary Kelly. Curated by William Wright. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-05-23,,,4th Biennale of Sydney: Vision in Disbelief,https://www.artdesign.unsw.edu.au/unsw-galleries/4th-biennale-sydney-vision-disbelief,1982-04-07,Exhibition,
UNSW_GALLERIES_IDG_00041,"John Drews and Michael Garrick with Jon Rose, “The Longest Violin solo”, a 12-hour continuous improvisation. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-03-19,,,Sound barriers,https://www.artdesign.unsw.edu.au/unsw-galleries/sound-barriers,1982-03-15,Exhibition,
UNSW_GALLERIES_IDG_00042,"Sponsored by Mitchell Cotts. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1982-03-12,,,The first annual Mitchell Cotts Art Award for the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/first-annual-mitchell-cotts-art-award-for-city-art-institute,1982-02-22,Exhibition,
UNSW_GALLERIES_IDG_00043,"Curated by Ken Reinhard. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-12-17,,,Selections from the SCAE Collection and recent acquisitions,https://www.artdesign.unsw.edu.au/unsw-galleries/selections-from-scae-collection-and-recent-acquisitions,1983-11-29,Exhibition,
UNSW_GALLERIES_IDG_00044,"Postgraduate and Masters students of the City Art Institute. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-11-19,,,The End Game,https://www.artdesign.unsw.edu.au/unsw-galleries/end-game,1983-11-08,Exhibition,
UNSW_GALLERIES_IDG_00045,"Work by New York based expatriate artists Richard Bosman, Virginia Cuppaidge, Peter Burgess, Wendy Frost, Anthony Goldston-Morris, Denise Green, Bruce Latimer and Ruth Peyser. Curated by Peter Burgess. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-10-29,,,"Taste, place & transition",https://www.artdesign.unsw.edu.au/unsw-galleries/taste-place-transition,1983-10-11,Exhibition,
UNSW_GALLERIES_IDG_00046,"Installation and performance by Kristine Rose and Jon Rose. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-10-04,,,COLONY: survival in the right hemisphere (installation and performance),https://www.artdesign.unsw.edu.au/unsw-galleries/colony-survival-right-hemisphere-installation-and-performance,1983-09-27,Exhibition,
UNSW_GALLERIES_IDG_00047,"Curated by Michael Esson. Organised and sponsored by Craft Board of the Australia Council. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-09-24,,,Future fibre,https://www.artdesign.unsw.edu.au/unsw-galleries/future-fibre,1983-09-06,Exhibition,
UNSW_GALLERIES_IDG_00048,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-08-27,,,"Student exhibition, City Art Institute",https://www.artdesign.unsw.edu.au/unsw-galleries/student-exhibition-city-art-institute,1983-08-09,Exhibition,
UNSW_GALLERIES_IDG_00049,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-07-30,,,Barry McCallion,https://www.artdesign.unsw.edu.au/unsw-galleries/barry-mccallion,1983-07-13,Exhibition,
UNSW_GALLERIES_IDG_00050,"Curated by Ray Hughes. Organised and sponsored by Visual Arts Board of the Australia. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-07-02,,,The collage show,https://www.artdesign.unsw.edu.au/unsw-galleries/collage-show,1983-06-14,Exhibition,
UNSW_GALLERIES_IDG_00051,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-06-04,,,Kites,https://www.artdesign.unsw.edu.au/unsw-galleries/kites,1983-05-17,Exhibition,
UNSW_GALLERIES_IDG_00052,"This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-05-07,,,Attitudes to drawing,https://www.artdesign.unsw.edu.au/unsw-galleries/attitudes-drawing,1983-04-19,Exhibition,
UNSW_GALLERIES_IDG_00053,"Curated by Barbara Tuckerman, Assistant Director, Wollongong City Gallery. Organised by Wollongong City Gallery. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-04-09,,,Fresh Blood,https://www.artdesign.unsw.edu.au/unsw-galleries/fresh-blood,1983-03-22,Exhibition,
UNSW_GALLERIES_IDG_00054,"Sponsored by Mitchell Cotts. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1983-03-12,,,The second annual Mitchell Cotts Art Award for the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/second-annual-mitchell-cotts-art-award-for-city-art-institute,1983-03-01,Exhibition,
UNSW_GALLERIES_IDG_00055,"Selected sculptures from students of the City Art Institute. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-11-30,,,Image and form,https://www.artdesign.unsw.edu.au/unsw-galleries/image-and-form,1984-11-20,Exhibition,
UNSW_GALLERIES_IDG_00056,"De Teliga's artistic legacy is reflected in his vibrant abstracted landscapes, which are housed in prestigious institutions such as the National Gallery of Australia, various state galleries, as well as numerous institutional and regional collections. Curated by Marie de Teliga. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-11-17,,,Stan de Teliga: a retrospective,https://www.artdesign.unsw.edu.au/unsw-galleries/stan-de-teliga-retrospective,1984-10-30,Exhibition,
UNSW_GALLERIES_IDG_00057,"A 1984 exhibition of postgraduate works from the City Art Institute. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-10-20,,,Postgraduate works from the City Art Institute,https://www.artdesign.unsw.edu.au/unsw-galleries/postgraduate-works-from-city-art-institute,1984-10-02,Exhibition,
UNSW_GALLERIES_IDG_00058,"Artists: Kate Briscoe, Colin Lanceley, Col Jordan and Terence O'Donnell. Curated by Peter Pinson. This exhibition was hosted by the Ivan Dougherty Gallery (IDG). Located from 1981 as part of UNSW’s Paddington campus, Ivan Dougherty Gallery was a key player within the Australian contemporary art network and forerunner to the current UNSW Galleries.",1984-09-22,,,Work in progress,https://www.artdesign.unsw.edu.au/unsw-galleries/work-progress,1984-09-04,Exhibition,
